Program Name,Days Per Week,Mesocycle Name,Mesocycle Order,Microcycle Name,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Order,Exercise Notes,Reps,Target RPE,Target RIR,Rest,Advanced Exercise Sets,Video Link
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,4,Calves,Day 4,"Rest between sets: Enough to barely catch your breath",Calves on Leg Press,1,,4,3/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Vertical Pull,Day 5,"Rest between sets: Enough to barely catch your breath",Overhand Pullup ,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Biceps,Day 5,"Rest between sets: Enough to barely catch your breath",Barbell Curl,1,,4,3/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Vertical Push,Day 5,"Rest between sets: Enough to barely catch your breath",Incline Medium Grip Bench Press,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Triceps,Day 5,"Rest between sets: Enough to barely catch your breath",Cable Tricep Pushdown,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Quads,Day 5,"Rest between sets: Enough to barely catch your breath",High Bar Squat,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Hamstrings,Day 5,"Rest between sets: Enough to barely catch your breath",Stiff Legged Deadlift,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Abs,Day 5,"Rest between sets: Enough to barely catch your breath",V-Up,1,,4,3/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 1,5,Calves,Day 5,"Rest between sets: Enough to barely catch your breath",Calves on Leg Press,1,,4,3/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 3 Metabolite Training,3,Week 2,1,Horizontal Push,Day 1,"Rest between sets: Enough to barely catch your breath",Medium Grip Bench Press,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=IB4
